,agw_id,birth_date,education,election_list,first_name,gender,id,last_name,list_won,party,picture,profile_url,top_id
22,f38edddc-7008-4dcd-8365-66a3edc0627d,1951-06-25,"Gewerkschaftssekretär, Volkswirt",Landesliste Baden-Württemberg,Michael,male,23,Schlecht,false,DIE LINKE,http://www.bundestag.de/blueprint/servlet/image/241604/Hochformat__2x3/177/265/a6f8b5a0eb005b5abe188c7cac699c87/oM/schlecht_michael_gross.jpg,https://www.abgeordnetenwatch.de/profile/michael-schlecht,
23,25619983-d98f-47f3-bf8b-82c1c2aabc07,1973-07-16,Industriekauffrau,Landesliste Mecklenburg-Vorpommern,Jeannine,female,24,Pflugradt,false,SPD,http://www.bundestag.de/blueprint/servlet/image/241466/Hochformat__2x3/177/265/20b031cc5acbab511a5b5a3aab2cedeb/sr/pflugradt_jeannine_gross.jpg,https://www.abgeordnetenwatch.de/profile/jeannine-pflugradt,
24,a1d9719d-00bb-4b14-a813-41d3e6a939c7,1942-09-17,"Kaufmann, Oberstleutnant a.D.",Landesliste Niedersachsen,Wilfried,male,25,Lorenz,false,CDU,http://www.bundestag.de/blueprint/servlet/image/241328/Hochformat__2x3/177/265/1dc883e30a24b2ea7b9070ad64d71348/ZN/lorenz_wilfried_gross.jpg,https://www.abgeordnetenwatch.de/profile/wilfried-lorenz,
25,25619983-d98f-47f3-bf8b-82c1c2aabc07,1953-03-12,Diplom-Ingenieur,Landesliste Mecklenburg-Vorpommern,Matthias,male,26,Lietz,true,CDU,http://www.bundestag.de/blueprint/servlet/image/241276/Hochformat__2x3/177/265/7f516b5e47fb29bd627de8e4bf779aa4/dS/lietz_matthias_gross.jpg,https://www.abgeordnetenwatch.de/profile/matthias-lietz,
26,1d334009-d2fd-4912-a7ff-6c2029205fbf,1972-03-21,Physiker,Landesliste Berlin,Philipp,male,27,Lengsfeld,false,CDU,http://www.bundestag.de/blueprint/servlet/image/242030/Hochformat__2x3/177/265/2f3e55e7db785c1b308bedc1c47b7cab/Hc/lengsfeld_philipp_gross.jpg,https://www.abgeordnetenwatch.de/profile/dr-philipp-lengsfeld,
27,99a00e64-de99-4e61-ab6b-67df71d8b34e,1962-07-20,Wirtschaftsprüferin,Landesliste Sachsen,Bettina,female,28,Kudla,true,CDU,http://www.bundestag.de/blueprint/servlet/image/241186/Hochformat__2x3/177/265/65dd91a5d93cdd555fd5e01d3f6fc4a0/oH/kudla_bettina_gross.jpg,https://www.abgeordnetenwatch.de/profile/bettina-kudla,
28,c6197a70-52a4-46d4-9686-255cddb2caac,1944-01-25,Betriebswirt,Landesliste Hessen,Tom,male,29,Koenigs,false,DIE GRÜNEN,http://www.bundestag.de/blueprint/servlet/image/241236/Hochformat__2x3/177/265/d4b565076fe9405ff57d38042b42ac42/gL/koenigs_tom_gross.jpg,https://www.abgeordnetenwatch.de/profile/tom-koenigs,
29,c6197a70-52a4-46d4-9686-255cddb2caac,1956-12-03,"Zahntechniker, Filmschaffender, Autor, Berater für Afrikafragen",Landesliste Hessen,Karl-Heinz (Charles M.),male,30,Huber,false,CDU,http://www.bundestag.de/blueprint/servlet/image/242060/Hochformat__2x3/177/265/b028836939be0f7960dd6cfc4ffb77e2/XW/huber_charles_gross.jpg,https://www.abgeordnetenwatch.de/profile/karl-heinz-charles-m-huber,
30,de61bc0b-64ea-49a5-bf04-e4d4c8d06dc9,1957-09-20,Diplom-Agraringenieur,Landesliste Sachsen-Anhalt,Jörg,male,31,Hellmuth,true,CDU,http://www.bundestag.de/blueprint/servlet/image/241894/Hochformat__2x3/177/265/67590008e29164bc3168fdcf35cd821a/Af/hellmuth_joerg_gross.jpg,https://www.abgeordnetenwatch.de/profile/jorg-hellmuth,
31,c6197a70-52a4-46d4-9686-255cddb2caac,1955-11-08,Kinderpflegerin,Landesliste Hessen,Ulrike,female,32,Gottschalck,true,SPD,http://www.bundestag.de/blueprint/servlet/image/240958/Hochformat__2x3/177/265/6c6ca09cdbd1800fbfad6b43fb6470d2/pk/gottschalck_ulrike_gross.jpg,https://www.abgeordnetenwatch.de/profile/ulrike-gottschalck,
32,c6197a70-52a4-46d4-9686-255cddb2caac,1943-09-08,Verwaltungsangestellter,Landesliste Hessen,Wolfgang,male,33,Gehrcke,false,DIE LINKE,http://www.bundestag.de/blueprint/servlet/image/240998/Hochformat__2x3/177/265/e403fa31dbd5ead44579249a2d05f527/qI/gehrcke_wolfgang_gross.jpg,https://www.abgeordnetenwatch.de/profile/wolfgang-gehrcke,
33,8c02b35b-57eb-4d22-9ea8-daa6bae7c698,1953-02-17,Dipl. Volkswirtin,Landesliste Schleswig-Holstein,Alexandra,female,34,Dinges-Dierig,false,CDU,http://www.bundestag.de/blueprint/servlet/image/240886/Hochformat__2x3/177/265/8d2c7a2aea62835827942e9c8b4e807b/Ic/dinges-dierig_alexandra_gross.jpg,https://www.abgeordnetenwatch.de/profile/alexandra-dinges-dierig,
34,b374691b-ddd5-4c4c-a478-dc15126ccab5,1950-07-03,Sozialwissenschaftlerin,Landesliste Nordrhein-Westfalen,Petra,female,35,Crone,false,SPD,http://www.bundestag.de/blueprint/servlet/image/240844/Hochformat__2x3/177/265/24887d5a4fd42c3533e9c88d233da8ee/OX/crone_petra_gross.jpg,https://www.abgeordnetenwatch.de/profile/petra-crone,
35,a1d9719d-00bb-4b14-a813-41d3e6a939c7,1950-11-17,Gewerkschaftssekretär,Landesliste Niedersachsen,Heinz-Joachim,male,36,Barchmann,false,SPD,http://www.bundestag.de/blueprint/servlet/image/240778/Hochformat__2x3/177/265/c2787967591d3a6535853f267fe87ba2/wd/barchmann_achim_gross.jpg,https://www.abgeordnetenwatch.de/profile/heinz-joachim-barchmann,
36,f38edddc-7008-4dcd-8365-66a3edc0627d,1953-08-04,Landwirtschaftsmeister,Landesliste Baden-Württemberg,Waldemar,male,37,Westermayer,false,CDU,http://www.bundestag.de/blueprint/servlet/image/286778/Hochformat__2x3/177/265/705ea65422471c5dad7bb243e9a28295/xM/westermayer_waldemar_gross.jpg,https://www.abgeordnetenwatch.de/profile/waldemar-westermayer,
37,353fc716-0dfd-41e5-a1ed-43ce20d85aae,1958-07-21,Studium der Mathematik und Wirtschaftswissenschaften,Landesliste Bayern,Iris,female,38,Eberl,false,CSU,http://www.bundestag.de/blueprint/servlet/image/383494/Hochformat__2x3/177/265/3528662c13222c016e9e29aa65add826/cR/eberl_iris_gross.jpg,https://www.abgeordnetenwatch.de/profile/iris-eberl,
38,f38edddc-7008-4dcd-8365-66a3edc0627d,1959-04-27,Finanzwirtin,Landesliste Baden-Württemberg,Iris,female,39,Ripsam,false,CDU,http://www.bundestag.de/blueprint/servlet/image/428986/Hochformat__2x3/177/265/2f214787aa0ae7b9fa82c792b037e7b7/WM/ripsam_iris_gross.jpg,https://www.abgeordnetenwatch.de/profile/iris-ripsam,
39,b374691b-ddd5-4c4c-a478-dc15126ccab5,1946-04-01,Studium zum Maschinenbautechniker und Wirtschaftsingenieur,Landesliste Nordrhein-Westfalen,Karl-Heinz,male,40,Wange,false,CDU,http://www.bundestag.de/blueprint/servlet/image/437410/Hochformat__2x3/177/265/396f3ff29b9a412ac3599a0b0ca8cc71/Yw/wange_karl-heinz_gross.jpg,https://www.abgeordnetenwatch.de/profile/karl-heinz-wange,
40,,1945-01-25,Betriebswirt,,Rainer,male,41,Hajek,false,CDU,http://www.bundestag.de/blueprint/servlet/image/479582/Hochformat__2x3/177/265/8c3181a4aedc022f2360b260741483a5/uf/hajek_rainer_gross.jpg,https://www.abgeordnetenwatch.de/profile/rainer-hajek,
41,,1967-03-29,Fachzahnarzt für Kierferorthopädie,,Mathias Edwin,male,42,Höschel,false,CDU,http://www.bundestag.de/blueprint/servlet/image/484080/Hochformat__2x3/177/265/90b5f156ccb0e43b0cfb5bbb757e4d52/gL/hoeschel_mathias_edwin_gross.jpg,https://www.abgeordnetenwatch.de/profile/dr-mathias-edwin-hoschel,
42,f86c37c2-c235-4808-b6e3-4cd06f403cb9,1952-10-13,"Studium der Theologie, Romanistik und Pädagogik",Landesliste Bremen,Elisabeth,female,43,Motschmann,false,CDU,http://www.bundestag.de/blueprint/servlet/image/241344/Hochformat__2x3/177/265/4ba033b9964e24bc57f350e0ff8685c5/Oy/motschmann_elisabeth_gross.jpg,https://www.abgeordnetenwatch.de/profile/elisabeth-motschmann,
43,,1965-01-14,Rechtsanwalt,,Michael,male,540,Hennrich,true,CDU,http://www.bundestag.de/blueprint/servlet/image/241042/Hochformat__2x3/177/265/8284a1b97349c22760deca3ecc9d6aba/hB/hennrich_michael_gross.jpg,https://www.abgeordnetenwatch.de/profile/michael-hennrich/archive/214846,
44,f38edddc-7008-4dcd-8365-66a3edc0627d,1966-06-13,Studium der Politik- und Rechtswissenschaften,Landesliste Baden-Württemberg,Annette,female,44,Widmann-Mauz,true,CDU,http://www.bundestag.de/blueprint/servlet/image/241788/Hochformat__2x3/177/265/cfcbde29d1a336f911f453429591e42b/fD/widmann_mauz_annette_gross.jpg,https://www.abgeordnetenwatch.de/profile/annette-widmann-mauz,
45,c0b47b07-a59a-4b39-8fb5-6ac52bb8ee92,1973-05-25,Kauffrau im Einzelhandel,Landesliste Rheinland-Pfalz,Katrin,female,45,Werner,false,DIE LINKE,http://www.bundestag.de/blueprint/servlet/image/241754/Hochformat__2x3/177/265/c09c8a88692f5bba3667c37cef3414c/sS/werner_katrin_gross.jpg,https://www.abgeordnetenwatch.de/profile/katrin-werner,
46,b374691b-ddd5-4c4c-a478-dc15126ccab5,1960-10-10,"Staatl. geprüfte und anerkannte Erzieherin, Judolehrerin",Landesliste Nordrhein-Westfalen,Michaela,female,46,Engelmeier,false,SPD,http://www.bundestag.de/blueprint/servlet/image/240894/Hochformat__2x3/177/265/7512523db1980ee99e04b40139235a38/Ax/engelmeier_michaela_gross.jpg,https://www.abgeordnetenwatch.de/profile/michaela-engelmeier,
47,8c02b35b-57eb-4d22-9ea8-daa6bae7c698,1973-03-19,Immobilienmakler,Landesliste Schleswig-Holstein,Thomas,male,47,Jepsen,false,CDU,http://www.bundestag.de/blueprint/servlet/image/514316/Hochformat__2x3/177/265/9546829e9f6bce5758704efd16dabeab/Ob/jepsen_thomas_gross.jpg,https://www.abgeordnetenwatch.de/profile/thomas-jepsen,
48,c6197a70-52a4-46d4-9686-255cddb2caac,1981-09-09,Diplom-Kaufmann,Landesliste Hessen,Jens,male,48,Zimmermann,false,SPD,http://www.bundestag.de/blueprint/servlet/image/242382/Hochformat__2x3/177/265/8753667d2532b94b0dcd75e5703779f3/nT/zimmermann_jens_gross.jpg,https://www.abgeordnetenwatch.de/profile/dr-jens-zimmermann-0,
49,c0b47b07-a59a-4b39-8fb5-6ac52bb8ee92,1987-06-18,Gymnasiallehrer für Mathematik und Gemeinschaftskunde,Landesliste Rheinland-Pfalz,Johannes,male,49,Steiniger,false,CDU,http://www.bundestag.de/blueprint/servlet/image/242058/Hochformat__2x3/177/265/ac9dc4d21f0c3bd03be78c75351051b9/PC/steiniger_johannes_gross.jpg,https://www.abgeordnetenwatch.de/profile/johannes-steiniger/archive/214831,
50,353fc716-0dfd-41e5-a1ed-43ce20d85aae,1963-03-09,Landwirt,Landesliste Bayern,Artur,male,50,Auernhammer,false,CSU,http://www.bundestag.de/blueprint/servlet/image/240718/Hochformat__2x3/177/265/7581b7b59c7f056379cda700d22af821/hg/auernhammer_artur_gross.jpg,https://www.abgeordnetenwatch.de/profile/artur-auernhammer/archive/214965,
51,353fc716-0dfd-41e5-a1ed-43ce20d85aae,1981-07-09,Kaufmännischer Angestellter,Landesliste Bayern,Tobias,male,51,Zech,false,CSU,http://www.bundestag.de/blueprint/servlet/image/241832/Hochformat__2x3/177/265/9010c24bbc960cb8446f021c58bfde50/yR/zech_tobias_gross.jpg,https://www.abgeordnetenwatch.de/profile/tobias-zech/archive/214914,
52,353fc716-0dfd-41e5-a1ed-43ce20d85aae,1976-12-27,Juristin,Landesliste Bayern,Silke,female,52,Launert,false,CSU,http://www.bundestag.de/blueprint/servlet/image/242038/Hochformat__2x3/177/265/9a1735ea3f7bfda460105fd189ea52ff/lq/launert_silke_gross.jpg,https://www.abgeordnetenwatch.de/profile/dr-silke-launert/archive/214957,
53,,1985-04-10,Wirtschaftswissenschaftler,,Kai,male,53,Whittaker,true,CDU,http://www.bundestag.de/blueprint/servlet/image/241790/Hochformat__2x3/177/265/68cd1f652d7265d649881436abaa2f2e/fT/whittaker_kai_gross.jpg,https://www.abgeordnetenwatch.de/profile/kai-whittaker/archive/214866,
54,,1963-02-10,Rechtsanwalt,,Johann,male,54,Wadephul,true,CDU,http://www.bundestag.de/blueprint/servlet/image/241782/Hochformat__2x3/177/265/2db5620855ad397729fad52082154d62/bt/wadephul_johann_gross.jpg,https://www.abgeordnetenwatch.de/profile/johann-wadephul/archive/214468,
55,b374691b-ddd5-4c4c-a478-dc15126ccab5,1976-04-15,"Oberstudienrat, Politikwissenschaftler",Landesliste Nordrhein-Westfalen,Sven,male,55,Volmering,false,CDU,http://www.bundestag.de/blueprint/servlet/image/241734/Hochformat__2x3/177/265/8e573f631a70eddee6ba2ac271eaf33a/MR/volmering_sven_gross.jpg,https://www.abgeordnetenwatch.de/profile/sven-volmering/archive/214687,
56,353fc716-0dfd-41e5-a1ed-43ce20d85aae,1973-10-25,"Abschluss in Politikwissenschaft, Medienwissenschaft und Geschichte",Landesliste Bayern,Carsten,male,56,Träger,false,SPD,http://www.bundestag.de/blueprint/servlet/image/241714/Hochformat__2x3/177/265/a6095cff45b53f4df34c34bcfdb79a9/fe/traeger_carsten_gross.jpg,https://www.abgeordnetenwatch.de/profile/carsten-trager-0,
57,b374691b-ddd5-4c4c-a478-dc15126ccab5,1962-08-15,Jurist,Landesliste Nordrhein-Westfalen,Detlef,male,57,Seif,true,CDU,http://www.bundestag.de/blueprint/servlet/image/241668/Hochformat__2x3/177/265/6c5c1ea8e7c5d73463143be28295ec04/kQ/seif_detlef_gross.jpg,https://www.abgeordnetenwatch.de/profile/detlef-seif-0,
58,71f8196b-d4ce-4624-879a-47e92523adef,1956-01-13,Diplom-Mathematiker,Landesliste Thüringen,Johannes,male,58,Selle,true,CDU,http://www.bundestag.de/blueprint/servlet/image/241642/Hochformat__2x3/177/265/d87c3102508cdfd28813f84079659452/yN/selle_johannes_gross.jpg,https://www.abgeordnetenwatch.de/profile/johannes-selle/archive/213928,
59,,1952-10-24,"Studiendirektor am Berufskolleg, Diplom-Betriebswirt",,Reinhold,male,59,Sendker,true,CDU,http://www.bundestag.de/blueprint/servlet/image/241680/Hochformat__2x3/177/265/ec998d5345701309e122db4a01703607/Jg/sendker_reinhold_gross.jpg,https://www.abgeordnetenwatch.de/profile/reinhold-sendker/archive/214696,
60,,1971-06-25,"Hochschulprofessor FHÖV, Münster",,Patrick,male,60,Sensburg,true,CDU,http://www.bundestag.de/blueprint/servlet/image/241666/Hochformat__2x3/177/265/8a6557804462cb2816dbae6aa08e1da9/bI/sensburg_patrick_gross.jpg,https://www.abgeordnetenwatch.de/profile/patrick-sensburg/archive/214724,
61,b374691b-ddd5-4c4c-a478-dc15126ccab5,1987-06-23,Jurist,Landesliste Nordrhein-Westfalen,Mahmut,male,61,Özdemir,true,SPD,http://www.bundestag.de/blueprint/servlet/image/241424/Hochformat__2x3/177/265/2a92c0ccdae4c2caada5dbf975277a38/oo/oezdemir_mahmut_gross.jpg,https://www.abgeordnetenwatch.de/profile/mahmut-ozdemir/archive/216784,
62,b374691b-ddd5-4c4c-a478-dc15126ccab5,1953-04-17,Sozialwissenschaftler,Landesliste Nordrhein-Westfalen,Frithjof,male,62,Schmidt,false,DIE GRÜNEN,http://www.bundestag.de/blueprint/servlet/image/241638/Hochformat__2x3/177/265/3abc1c584a5417cdf5b1f426cf5ea220/rZ/schmidt_frithjof_gross.jpg,https://www.abgeordnetenwatch.de/profile/frithjof-schmidt/archive/215167,
63,c0b47b07-a59a-4b39-8fb5-6ac52bb8ee92,1968-05-01,Bürgermeister a. D.,Landesliste Rheinland-Pfalz,Patrick,male,63,Schnieder,true,CDU,http://www.bundestag.de/blueprint/servlet/image/241686/Hochformat__2x3/177/265/8116e396a9b882cdeb6f1c9d38de9c94/vl/schnieder_patrick_gross.jpg,https://www.abgeordnetenwatch.de/profile/patrick-schnieder/archive/214821,
64,c6197a70-52a4-46d4-9686-255cddb2caac,1959-06-07,"Krankenschwester, Rechtsanwältin",Landesliste Hessen,Bettina,female,64,Müller,false,SPD,http://www.bundestag.de/blueprint/servlet/image/241942/Hochformat__2x3/177/265/6d2b7ef4893565fcb69615082fc5993/fI/mueller_bettina_gross.jpg,https://www.abgeordnetenwatch.de/profile/bettina-muller-0,
65,,1962-04-24,Polizist,,Clemens,male,605,Binninger,true,CDU,http://www.bundestag.de/blueprint/servlet/image/240770/Hochformat__2x3/177/265/3a5e9d083fcee2be23220f0074cde357/ms/binninger_clemens_gross.jpg,https://www.abgeordnetenwatch.de/profile/clemens-binninger,
66,c0b47b07-a59a-4b39-8fb5-6ac52bb8ee92,1981-07-05,Winzer / Dipl.-Betriebswirt (FH),Landesliste Rheinland-Pfalz,Jan,male,65,Metzler,true,CDU,http://www.bundestag.de/blueprint/servlet/image/241970/Hochformat__2x3/177/265/ea59bf62ab72bd3bd96f2e22c32fbf0c/xN/metzler_jan_gross.jpg,https://www.abgeordnetenwatch.de/profile/jan-metzler/archive/214828,
67,c6197a70-52a4-46d4-9686-255cddb2caac,1975-03-03,Wissenschaftliche Mitarbeiterin,Landesliste Hessen,Katja,female,66,Leikert,true,CDU,http://www.bundestag.de/blueprint/servlet/image/241990/Hochformat__2x3/177/265/6a7c2c81c9fc3d57b26ca0d5a94a9ac3/Sf/leikert_katja_gross.jpg,https://www.abgeordnetenwatch.de/profile/katja-leikert/archive/214774,
68,b374691b-ddd5-4c4c-a478-dc15126ccab5,1960-01-13,Diplom-Volkswirt,Landesliste Nordrhein-Westfalen,Volkmar,male,67,Klein,true,CDU,http://www.bundestag.de/blueprint/servlet/image/241218/Hochformat__2x3/177/265/94b5052a0848d10127c8af2b86aefe38/hi/klein_volkmar_gross.jpg,https://www.abgeordnetenwatch.de/profile/volkmar-klein/archive/214726,
69,a1d9719d-00bb-4b14-a813-41d3e6a939c7,1985-02-14,"Betriebswirt, Controller",Landesliste Niedersachsen,Sven-Christian,male,68,Kindler,false,DIE GRÜNEN,http://www.bundestag.de/blueprint/servlet/image/241168/Hochformat__2x3/177/265/b3c45e68b1aecf50afac6f0d68d455b1/fe/kindler_sven_gross.jpg,https://www.abgeordnetenwatch.de/profile/sven-christian-kindler/archive/215049,
70,,1970-08-08,Oberregierungsrat,,Oliver,male,69,Kaczmarek,true,SPD,http://www.bundestag.de/blueprint/servlet/image/241152/Hochformat__2x3/177/265/eb09d5a0ed02245b29c311c22f9bc9b6/rE/kaczmarek_oliver_gross.jpg,https://www.abgeordnetenwatch.de/profile/oliver-kaczmarek/archive/216834,
